"Projects","Jun 12, 2023","Jun 13, 2023","Jun 14, 2023","Jun 15, 2023","Jun 16, 2023","Jun 17, 2023","Jun 18, 2023","Total"
"Training","5:44","8:26","8:27","8:28","0","0","0","31:05"
